can't resist words,-1
not damn thing eat house m starving,-1
insomnia back,-1
summer wya imy,-1
cutest,-1
omg happy true,-1
aw don't think m going omfg anymore past couple events ve gone didn't really h,-1
m upset m not see t,-1
wanna cry cause couldn't,-1
anna,-1
love ya,-1
no dindu sheeeeit one tweet no trial zap neither fire flood sleet snow noth,-1
west ham,-1
fact get jealous easily,-1
,-1
know snowing jackson got no snow,-1
literally talk no one,-1
miss,-1
little months,-1
johnny hallyday french rock star passed away,-1
loml amp old news,-1
no charge,-1
fatigue opponent cards naturalize play king togwaggle opponent f,-1
stole m calling cops get away chicken hell please,-1
burger,-1
day ffs,-1
amany thank much sweetheart,-1
amp half pints last night amp feel like ve hour long sesh happened,-1
d e e aidee omg look que gorda estaba lol te extra o im thankful friend re th,-1
d e e aidee omg look que gorda estaba lol te extra o im thankful friend re swe,-1
day not enough study subjects can't understand,-1
day left imma turn,-1
month exactly turn,-1
please xx,-1
week,-1
year go re mine happy birthday noah,-1
love ii,-1
no re private,-1
latur fuuuuuuck,-1
inches snow atlanta powers hours now,-1
minutes late,-1
years passed today re always heart p big r p instagram instapic,-1
tula para kay stella broke heart sort realizations came,-1
words left hours go,-1
not good,-1
anxiety high right now,-1
honestly,-1
love sweetheart,-1
happiness,-1
miss everything,-1
l amp happiness,-1
mine pls,-1
find way go glasgow month rt amp harv amp go,-1
freedom,-1
happiness,-1
happiness please,-1
pain,-1
holla,-1
wish,-1
idk uh money gifts xmas family frenz nd u,-1
meet,-1
missed,-1
permanent happiness please,-1
usuals n meet mcfly n n e amp g n get barrier amp good pics rt amp harv tour dates month,-1
divya wild card,-1
toooooo,-1
hours ago,-1
supposed get bed waiting outside,-1
happy birthday sweet heart,-1
justice league eh,-1
chapters raj's pov left,-1
days go warlock another year older,-1
fuck outta don't even pair boots wtf m supposed,-1
sharing thank xmascracker giveaway fingers crossed tightly x,-1
duty kagad monday,-1
anyare sayo didn't tell,-1
saw fb broke heart snowman even un girasol,-1
im stressed hate finals week hasn't even started,-1
yeah like sometimes everyone can joke ib logics just funny ye couples ne toh tag ki,-1
really miss,-1
acres burned contained,-1
didn't take ll try tomorrow,-1
