"2nd paragraph ALDUBThenNowForever","-1"
"5 more hours ha ha","-1"
"Adulthood Is A Myth","-1"
"Allergy Attack","-1"
"Another boring amp planless day","-1"
"Any replacement bus services available still waiting for my 7 15 Service to Brighton","-1"
"Aww get better Callie Baby","-1"
"Being Shadowbanned sucks","-1"
"Blessed for having her","-1"
"Bought fingerless gloves because I thought I was hip and cool now I just have cold fingers and I look a bit of a goth","-1"
"California wild fire is crazy Praying for the people amp animals who lost their homes","-1"
"Can t believe Russ let the Thunder lose again Melo 5 20 and PG didn t even play Melo really looking bad with them too","-1"
"Can t sleep amp I m hungry again","-1"
"Crasss chat sad ba","-1"
"Craving for carbonara can someone brought me some","-1"
"Craving secret cepatlaa balik babyy","-1"
"CuriosiTY I was sleep but now I m wide awake","-1"
"Dior Most disgusting picture I ve seen all day Poor little boy","-1"
"Disgusting how Amir Dennis and Jamie are bullying Iain because he s not a lads lad I just want to stick up for him","-1"
"Eye gadkari This is horrible Someone in emergency can actually die KherkiDaula","-1"
"Flight in the morning and I m still up","-1"
"Frost Course closed unlikely any play soon","-1"
"Fuck y all","-1"
"G Ishqbaaaz getting more amp more breaking amp scarier amp depressing DayByDay Painful2 Shivika s trauma amp adversities amp a b ful i","-1"
"Got LSS to The Mistakes I ve Made","-1"
"HELLO PLEASE HELP Our dog needs to have a blood transfusion but he doesn t have a donor yet he got blind recently an","-1"
"Happy happy birthday kirsteeen Stay kind amp pretty Take care amp God bless always Imysm Play soon","-1"
"Haven t started watching s vlogmas pasawaynabata","-1"
"Headache On Point Bed I Go","-1"
"Hehe full house nami","-1"
"How do you keep yourself from being sad about shit when you re alone","-1"
"How t f is it snowing down my block except my house","-1"
"I LOVE YOU","-1"
"I am weak","-1"
"I can accept failure but i can t accept not trying","-1"
"I can t believe I m missing the damn snow because I gotta work in the morning Bray would be loving it","-1"
"I can t sleep","-1"
"I cannot find my contact Shall i assume it fell out by itself or is it in the abyss of my eyeball FridayFeeling","-1"
"I cant believe it snowed for this long but it isn t sticking","-1"
"I don t know what I m going to do when I go home because I m going to miss all of my friends here","-1"
"I don t see any snow outside my house","-1"
"I dream find my friend best friend but I have the character of rubbish","-1"
"I feel so minging atm haha","-1"
"I feel so sick","-1"
"I have a youtube channel w over 60 000 views on it w 200 subs but its from 2012 and i cant remember the login","-1"
"I haven t seen my girlfriend in days and I m so depressed Love hurts","-1"
"I just realized I only have 1 Saturday off this month","-1"
"I just want love like movie style sweep me off my feet kind of love","-1"
"I know but im not supposed to","-1"
"I love you so much too my love","-1"
"I m in hella pain really wanna cry","-1"
"I m so hungry","-1"
"I m such a loser It wouldn t look cool","-1"
"I m trying to accept the fact I m going to be alone for a very long time and not gonna lie it s rough","-1"
"I miss certain people so much right now","-1"
"I miss my sister 89 FREETHEREALKEEPTHEREST","-1"
"I miss summer already I miss being waved every week","-1"
"I need tree","-1"
"I really wanna go to Disneyland","-1"
"I smell like him I m going to cry","-1"
"I think I should just give in and sleep yesterday just wasn t my day","-1"
"I think my mom believes that if she bought you clothes in 2012 You re still fine now","-1"
"I vaguely remember having a small rowan years ago don t know the name though","-1"
"I want a full body massage and some cuddle time rn","-1"
"I want cuddles","-1"
"I want someone to look at me like that","-1"
"I want this guy badly","-1"
"I want to get this tattoo","-1"
"I want to watch baejin and daehwi friends like before I miss them a lot DAEHWI Baejin","-1"
"I wanted to go over and play snowball fight","-1"
"I wish I miss you","-1"
"IT S SAD WHEN THE PERSON THAT GIVES YOU THE BEST MEMORIES NAHIMO NAPUD UG MEMORY","-1"
"Idk how I m going to be able to get out of bed later I m too cozy rn","-1"
"If y all touring together why the hell are you not at countdown","-1"
"In my thoughts TWIT8AL OwnTheTurf","-1"
"Indeed If only people gave her a little respect","-1"
"Is Draya okay in the head","-1"
"It s been a long day Time to get some sleep","-1"
"It s disappointing in Malaysia","-1"
"It s sad when people take advantage of my kindness","-1"
"It s snowing and my hubby is dead asleep and won t wake up to take some pics","-1"
"Jungkook ah stay strong my baby love you sm","-1"
"Might as well of done a fucking night shift last night seeming as I ve hardly slept","-1"
"Mok mcd","-1"
"More silent springs to come","-1"
"My curls aren t as curly before It s sad amp frustrating","-1"
"My muscles are so sore and weak","-1"
"My postman used to come after 12 but now I m getting woken up before 9 everyday for parcels","-1"
"My two loves","-1"
"Natural Selection was so close","-1"
"No game check this week got me on a budget","-1"
"Not really in a good mood Jerawat 5 parut 3","-1"
"Nothing worse than being poorly in bed but tommys at work","-1"
"OMG This Is True","-1"
"Oh baby","-1"
"Oh no I haven t missed it have I When is the last thisoldmarketing End of an era","-1"
"Ohno I haven t studied shit I deserve a pizza","-1"
"Or Can we at least have access to buy peanuts because people who live outside of Korea can t buy peanuts","-1"
"Oxford too but it s already stopped","-1"
"Periscope wish i had a real supporter","-1"
"Pray for O ahu God gained new angels North amp West side","-1"
"Praying for California amp anyone caught up in the terrible fires","-1"
"Presentation University of Brighton International College in Brighton","-1"
"Rennziee Lucky man","-1"
"Rituit","-1"
"RogueCat Shute Oh sorry on the next meet up you will be high on the list I","-1"
"Rolled over after 3 n been tryna get back sleep ever since but I so hungryyyy","-1"
"Roses are red Violets are blue Why did you leave me What did I do","-1"
"SNOW Nooooo Just started Looks like shed loads to come down Pls check on elderly vulnerable neighbours","-1"
"Sdua Give me Bitcoin naa that s my problem now","-1"
"Shet","-1"
"Should bring some books to kill the boredom","-1"
"Shut up","-1"
"Siot ah","-1"
"Sleeping without mans is the worst I need him to rub my back so I can fall back asleep","-1"
"Sleepy but I have to do my missing assignments","-1"
"Smelling all this weed around me makes me wanna smoke","-1"
"So sorry to hear man","-1"
"So that s the meaning why he doesn t post anything on Twitter WeLoveJungkook","-1"
"Some people are gonna leave their record labels they ain t happy Save this tweet It s rough yo","-1"
"Some people need to stop amp think about how their actions amp words can really fuck a person up","-1"
"Sooooooo true","-1"
"Sorry but I have to move on Leave you behind","-1"
"Sorry maan yaz Its bad what happened there hey","-1"
"Still can t sleep","-1"
"Sunday s my only day off","-1"
"That painful moment when you ask a girl for her number then she says i don t have a phone But you can see the earphones","-1"
